user_id,average_positive_probability_before,count_id_before,average_positive_probability_after,count_id_after
61,0.78510686,5,0.787709888,5
62,0.7432200179999999,5,0.82772325,5
63,0.6241639880000001,5,0.771808558,5
64,0.815436304,5,0.91054787,5
65,0.8031089399999999,5,0.7794467060000001,5
66,0.745855058,5,0.813399858,5
67,0.720275278,5,0.837315944,5
68,0.7030580280000001,5,0.8028845520000001,5
69,0.63546131,5,0.773859764,5
70,0.634632122,5,0.6819924580000001,5
71,0.743361244,5,0.8005771340000001,5
72,0.7062027280000001,5,0.770453922,5
73,0.7106940159999999,5,0.803767122,5
74,0.6846661380000001,5,0.712807846,5
75,0.7849486999999999,5,0.784036002,5
76,0.400940848,5,0.410611662,5
77,0.522220556,5,0.5145813340000001,5
78,0.37738851199999995,5,0.766143282,5
79,0.723932914,5,0.7305879799999999,5
80,0.477084554,5,0.677848674,5
81,0.63635228,5,0.6764341739999999,5
82,0.616191912,5,0.8395904200000001,5
83,0.650367916,5,0.7306984639999999,5
84,0.796906746,5,0.669199072,5
85,0.802766768,5,0.724523792,5
86,0.45931054200000004,5,0.5265007732,5
87,0.786853688,5,0.6514556899999999,5
88,0.7224704980000001,5,0.6546889260000001,5
89,0.69742637,5,0.724861158,5
90,0.6321074099999999,5,0.6878784579999999,5
91,0.743361394,5,0.736652572,5
92,0.634300792,5,0.651411478,5
93,0.64177696,5,0.639471128,5
94,0.54118595,5,0.700513696,5
95,0.78803426,5,0.747636332,5
96,0.762240436,5,0.7356318,5
97,0.74646044,5,0.724702364,5
98,0.693926454,5,0.646357522,5
99,0.6631172299999999,5,0.633939574,5
100,0.7543131279999999,5,0.6934907100000001,5
101,0.39557643899999995,10,0.566720875,10
102,0.282811986,5,0.43837657199999996,5
103,0.5926803979999999,5,0.861884006,5
104,0.45307328,5,0.6475043300000001,5
105,0.74215794,5,0.854829462,5
106,0.423712498,5,0.7070863359999999,5
107,0.6888050960000001,5,0.813348036,5
108,0.557130178,5,0.862396872,5
109,0.79861696,5,0.901391516,5
110,0.49388364100000004,5,0.78551953,5
111,0.826557,5,0.878663452,5
112,0.543050822,5,0.8021397,5
113,0.814908304,5,0.83153472,5
114,0.506766496,5,0.8647296000000001,5
115,0.737449416,5,0.777243168,5
116,0.438296464,5,0.8528286140000001,5
117,0.712427326,5,0.8818187140000001,5
118,0.76007334,5,0.844100678,5
119,0.83902736,5,0.864761234,5
120,0.711947702,5,0.8276578920000001,5
121,0.799628226,5,0.8965678819999999,5
122,0.785587214,5,0.8792218860000001,5
123,0.86638404,5,0.91742222,5
124,0.770379914,5,0.8144212239999999,5
125,0.558725576,5,0.85631328,5
126,0.37982877400000004,5,0.513882902,5
127,0.554815276,5,0.589145332,5
128,0.768782448,5,0.7316569740000001,5
129,0.6699712,5,0.81949224,5
130,0.55241186,5,0.759049392,5
131,0.7024460383333334,6,0.814265086,5
132,0.569517622,5,0.781172522,5
133,0.7193421799999999,5,0.7822928140000001,5
134,0.851289088,5,0.8241074600000001,5
135,0.847357066,5,0.78574409,5
136,0.43638747999999994,5,0.769248334,5
137,0.7987643799999999,5,0.781495642,5
138,0.544662462,5,0.82469299,5
139,0.6731938239999999,5,0.81378115,5
140,0.5941116888,5,0.587516516,5
141,0.737499846,5,0.765328112,5
142,0.7402228519999999,5,0.809783438,5
143,0.606745584,5,0.737781716,5
144,0.7435951199999999,5,0.782936694,5
145,0.782711546,5,0.8411976600000001,5
146,0.5917263580000001,5,0.86392409,5
147,0.6960423880000001,5,0.78079014,5
148,0.72130257,5,0.8219809659999999,5
149,0.764547776,5,0.8195400060000001,5
150,0.6425590440000001,5,0.847087726,5
151,0.372084362,5,0.56117838,5
152,0.618058232,5,0.8473720740000001,5
153,0.44561678000000005,5,0.5576372380000001,5
154,0.36310524,5,0.585614746,5
155,0.536088102,5,0.71839123,5
156,0.782781822,5,0.88205552,5
157,0.5558797799999999,5,0.730269592,5
158,0.5160083099999999,5,0.74711164,5
159,0.702065596,5,0.823571244,5
160,0.49359920200000007,5,0.81116704,5
161,0.8483327199999999,5,0.8006033419999999,5
162,0.474882994,5,0.6184296340000001,5
163,0.62956733,5,0.8345618720000001,5
164,0.469996808,5,0.809835956,5
165,0.766939324,5,0.77954603,5
166,0.46650173000000006,5,0.752308698,5
167,0.752936832,5,0.80243628,5
168,0.607524822,5,0.814825682,5
169,0.758216784,5,0.8730602619999999,5
170,0.486533244,5,0.786912698,5
171,0.8120987660000001,5,0.794508008,5
172,0.562116406,5,0.69156332,5
173,0.540225018,5,0.766787134,5
174,0.677684328,5,0.91146125,5
175,0.5797412279999999,5,0.841168058,5
176,0.357673478,5,0.675880194,5
177,0.31111027199999997,5,0.695703456,5
178,0.22606096199999998,5,0.608651634,5
179,0.43997773,5,0.683102302,5
180,0.6747875000000001,5,0.741144432,5
181,0.26654553000000003,5,0.723182062,5
182,0.4890767928,5,0.6694581420000001,5
183,0.2196570688,5,0.6180260280000001,5
184,0.5761151200000001,5,0.733531686,5
185,0.630197246,5,0.754919328,5
186,0.498547082,5,0.7314669,5
187,0.34256678799999996,5,0.7128339340000001,5
188,0.54379462,5,0.724587762,5
189,0.26032954799999997,5,0.701438108,5
190,0.678466938,5,0.8643398900000001,5
191,0.5457014960000001,5,0.7474757399999999,5
192,0.69442372,5,0.742640792,5
193,0.5061192800000001,5,0.789029978,5
194,0.50672703,5,0.773844886,5
195,0.551700608,5,0.765334668,5
196,0.475779064,5,0.6697072759999999,5
197,0.57029633,5,0.7941684600000001,5
198,0.809061494,5,0.875219182,5
199,0.49930474199999997,5,0.710412486,5
200,0.5945701999999999,5,0.8319952300000001,5
201,0.26606892639999996,5,0.641810076,5
202,0.131053362,5,0.49759923079999996,5
203,0.160484226,5,0.557157888,5
204,0.197323882,5,0.6593262440000001,5
205,0.0996166928,5,0.640961404,5
206,0.193192144,5,0.76391522,5
207,0.09476532480000001,5,0.624749348,5
208,0.13293293739999998,5,0.731849654,5
209,0.1873015382,5,0.715462136,5
210,0.1725989186,5,0.7475754059999999,5
211,0.14366259860000002,5,0.763832878,5
212,0.0954321074,5,0.8437305800000001,5
213,0.19590428760000003,5,0.73023854,5
214,0.13480994819999997,5,0.691128578,5
215,0.259102516,5,0.8545011240000001,5
216,0.13399325599999998,5,0.72438236,5
217,0.1164168328,5,0.70056567,5
218,0.115029131,5,0.812111578,5
219,0.11178615760000002,5,0.644261298,5
220,0.1650000488,5,0.7168248979999999,5
221,0.2243642408,5,0.721924312,5
222,0.125983045,5,0.796106582,5
223,0.13314747219999998,5,0.781722274,5
224,0.156102754,5,0.631959716,5
225,0.184336046,5,0.74375102,5
226,0.15016868,5,0.399864514,5
227,0.1350712536,5,0.37967660799999997,5
228,0.140048204,5,0.675401412,5
229,0.171280486,5,0.755883148,5
230,0.21020872540000002,5,0.705522276,5
231,0.1539808488,5,0.6059663279999999,5
232,0.097310118,5,0.7066426079999999,5
233,0.16704164000000002,5,0.842211606,5
234,0.13261697420000002,5,0.7342135919999999,5
235,0.196801388,5,0.781482714,5
236,0.10431136599999999,5,0.8160653059999999,5
237,0.160723793,5,0.7733606820000001,5
238,0.1268110386,5,0.7614430619999999,5
239,0.143374918,5,0.719169612,5
240,0.12077184199999999,5,0.8164647119999999,5
241,0.151263374,5,0.8315880720000001,5
242,0.157898296,5,0.727961072,5
243,0.1855778426,5,0.805434378,5
244,0.13479592899999998,5,0.832031076,5
245,0.19005749119999998,5,0.8034522,5
246,0.12334568939999999,5,0.8022088500000001,5
247,0.10699703099999999,5,0.83948209,5
248,0.15026764799999998,5,0.8140378159999999,5
249,0.1324519322,5,0.81891716,5
250,0.13628809479999998,5,0.81781956,5
251,0.150760844,5,0.34831593,5
252,0.087006753,5,0.410837894,5
253,0.078211248,5,0.24745877900000002,5
254,0.08901045640000001,5,0.42734953600000003,5
255,0.154729438,5,0.530704556,5
256,0.15904067859999999,5,0.446354284,5
257,0.129509192,5,0.43226954400000006,5
258,0.117241865,5,0.614454602,5
259,0.10598734039999999,5,0.629021,5
260,0.1620930986,5,0.587636952,5
261,0.1619542364,5,0.737276254,5
262,0.134397568,5,0.555930206,5
263,0.11347772760000001,5,0.782683894,5
264,0.12160731799999999,5,0.650037072,5
265,0.12026579159999999,5,0.67943595,5
266,0.185388082,5,0.48742008,5
267,0.0609336484,5,0.688407266,5
268,0.0905629036,5,0.61854151,5
269,0.143561608,5,0.68615246,5
270,0.0870662216,5,0.702065448,5
271,0.09639449800000001,5,0.658738736,5
272,0.11108285479999999,5,0.604401802,5
273,0.112581572,5,0.631349276,5
274,0.1413457266,5,0.747885538,5
275,0.17814661599999998,5,0.738512806,5
276,0.0828784328,5,0.347569352,5
277,0.21511532,5,0.6284840060000001,5
278,0.123275142,5,0.528501022,5
279,0.1390311904,5,0.753664234,5
280,0.100813953,5,0.628376706,5
281,0.1240815,5,0.7249352059999999,5
282,0.10654722080000001,5,0.6757255040000001,5
283,0.09222597,5,0.760052488,5
284,0.139715804,5,0.770547248,5
285,0.1615131924,5,0.7557041800000001,5
286,0.21804226720000003,5,0.838015894,5
287,0.0743110674,5,0.742972974,5
288,0.0744684986,5,0.8762898399999999,5
289,0.14731508899999998,5,0.839374484,5
290,0.09531056639999999,5,0.806898378,5
291,0.1713686652,5,0.7715013300000001,5
292,0.256178528,5,0.8394603079999999,5
293,0.074641309,5,0.8382383680000001,5
294,0.114773257,5,0.838805968,5
295,0.130890108,5,0.836178304,5
296,0.18316738800000001,5,0.83787129,5
297,0.1024639332,5,0.8373905560000001,5
298,0.271131787,5,0.83664852,5
299,0.1059193456,5,0.8214938719999999,5
300,0.141614526,5,0.8212500200000001,5
