user_id,average_positive_probability_before,count_id_before,average_positive_probability_after,count_id_after
266,0.075368468,5,0.996706126,5
267,0.094355047,5,0.9942153319999999,5
268,0.037187382000000005,5,0.9975393799999999,5
269,0.077590602,5,0.93326907,5
270,0.0360181986,5,0.982456476,5
271,0.04968509,5,0.9966736600000001,5
272,0.13899182380000003,5,0.9896352199999999,5
273,0.054281093,5,0.996386784,5
274,0.051252245200000004,5,0.9966742399999999,5
275,0.0275015006,5,0.97043243,5
276,0.00953258924,5,0.7401723060000001,5
277,0.03043209428,5,0.976607706,5
278,0.018854448,5,0.984152134,5
279,0.00806627734,5,0.977524782,5
280,0.0161777053,5,0.9959680399999999,5
281,0.0144028174,5,0.99459729,5
282,0.03116311268,5,0.992163032,5
283,0.01873973444,5,0.9764891800000001,5
284,0.02029213392,5,0.99673064,5
285,0.029722242599999997,5,0.996612388,5
286,0.0157589229,5,0.9957239259999999,5
287,0.08927219074000001,5,0.994822712,5
288,0.012950124500000002,5,0.9975810660000001,5
289,0.0157844382,5,0.9841083659999998,5
290,0.012720476,5,0.9931291800000001,5
291,0.014793440800000002,5,0.995266808,5
292,0.0353762507,5,0.997109888,5
293,0.0244329822,5,0.996768992,5
294,0.0178718945,5,0.9971608740000001,5
295,0.023594849,5,0.9964275380000001,5
296,0.009967087199999999,5,0.9966932,5
297,0.00774903624,5,0.99726946,5
298,0.012945061999999999,5,0.997564646,5
299,0.027735121600000003,5,0.998173682,5
300,0.0388227312,5,0.9970690680000001,5
