user_id,journal,before_after,id,predicted_label,positive_probability
2,"It was a busy day at school. We had presentations in English class, and I was nervous but it went well. My friends were supportive and clapped for me, which made me feel happy. After school, Mom took me to the library to pick out new books. I got a couple of mysteries and one about outer space. We had a nice chat on the way back home. After dinner, I tried a new painting technique that I read about. My painting turned out different from what I usually do, but I like experimenting. I'm beginning to see improvement in my skills.",0,15,1,0.58469176
2,"Today was a pretty good day! School was normal, and nothing too stressful happened. After school, I started on my homework, and Iï¿½m getting better at managing my time. Once that was done, I spent the rest of the afternoon reading one of the new mystery books I got. Itï¿½s really captivating. Later, I painted for a bit, experimenting more with different colors and techniques. Mom and Dad joined me for dinner, and we talked about our day. Playing volleyball with my brother was the highlight. We actually made up some new game rules that made it even more fun.",1,16,1,0.8413762
2,"Woke up feeling refreshed. School was alright, but a bit slow. In art class, we started a new project, and Iï¿½m excited for it. I spent some time reading during lunch and found a cozy corner in the library. After school, I played volleyball with my friends for a bit before coming home. Evening was reserved for painting. I'm working on a night sky piece, and I think it's turning out pretty well. Mom noticed I seemed happier lately, and I think sheï¿½s right. Talking to her always helps, and painting feels more enjoyable now.",1,17,1,0.81781
2,"What an interesting day! We had a special assembly about planet conservation. It was really inspiring, and I think I might want to read more about environmental issues. After school, I completed my homework quickly so I could have more free time. Spent the afternoon painting the night sky again. The stars are tricky but fun to get right. Later, I played volleyball with my brother, and we laughed a lot. I don't feel as overwhelmed with school anymore. Each day seems a bit easier, with more time for things I love.",1,18,1,0.7421266
2,"Today was freezing cold! School was fine, and we didnï¿½t have much homework, which was nice for a change. I spent the extra time reading a new adventure book. The characters are so interesting, itï¿½s hard to put down. After dinner, I focused on finishing my night sky painting. Mom saw it and said itï¿½s my best yet, which made me smile. Played a short game of volleyball inside with my brother since it was too cold outside. We have so much fun together. This week has been good so far, and I'm feeling positive.",1,19,1,0.6917144
2,"Fridays are always fun. School was great, and I aced my math quiz! After school, I headed straight to the library and found some amazing books about painting techniques. Spent some time reading them and got really inspired. Went home and tried a new technique I read about, and it turned out fantastic. Mom and I also talked about maybe setting up a small gallery at home for my paintings. That idea made me really excited. Played volleyball with my friends in the evening. Everything seems to be going well lately, and Iï¿½m hopeful it stays this way.",1,20,1,0.7118411
3,"Today was kind of a tough day. School was harder than usual. We had this long reading assignment that I couldn't concentrate on. Miss Thompson told me I need to focus more, which made me feel a bit sad. But then we had art class, which is one of my favorites because I love drawing. I drew a spaceship and my teacher thought it was really cool. After school, I practiced guitar for a while. The new chords are a bit tricky, but I think Iï¿½m getting better. Went to play soccer with my friends afterward, which made me feel a lot better.",0,21,0,0.1961275
3,"What a fun day! We had soccer practice after school and Coach said I played really well today. It feels awesome when he notices my hard work. During recess, I drew some more characters for my comic book project. My friends seemed to like them, which made me happy. In the evening, I practiced my guitar. My fingers hurt a bit from playing, but Mom says that's just part of learning. I'm starting to get the hang of this new song. Dad sat with me for a bit to help with my homework, but I finished it quickly so I could get back to my drawing.",0,22,1,0.5025945
3,"Today I felt a bit anxious. School was okay, but I kept worrying about the upcoming test in math. Iï¿½m not very good at it and it makes me nervous. Drawing during lunch helped calm me down. I sketched out some superheroes and villains. Soccer after school was exciting. We played a match and my team won! That really lifted my spirits. Once I got home, I practiced guitar and tried to focus. Mom noticed I was a bit worried and gave me a pep talk, which made me feel better. Ended the day drawing a big space battle scene, which was super fun.",0,23,1,0.6611285
3,"Woke up feeling pretty excited today. We had music class at school and I got to show off some of the guitar skills Iï¿½ve been practicing. My classmates thought it was cool, and that made me really happy. After school, I played soccer with my friends. We came up with some new tricks and strategies for our team. In the evening, I sat down to draw my favorite superhero, trying out some new techniques I found online. I also spent some time practicing guitar and itï¿½s starting to flow easier. All in all, a really good day!",0,24,1,0.95826954
3,"Today was a bit of a downer. My math test didnï¿½t go very well and I felt really bad about it. Miss Thompson said I need to work harder, which made me sad. Drawing during free time helped a little; I worked on a story about a brave knight. Soccer was a good distraction afterward. Running around with my friends always cheers me up. Once I got home, I practiced the guitar and tried to shake off the bad feelings. Dad helped me with my math homework afterwards, which made it seem a bit less scary. Here's hoping tomorrow is a better day.",0,25,0,0.2461183
3,"Today was a pretty good day! We had art class and I drew a dragon fighting a knight. My friends loved it and that made me really happy. After school, I went to soccer practice. Coach said I did great during the drills. Practicing guitar in the evening was nice. I finally nailed that tricky part in the song Iï¿½ve been working on. Mom and Dad said theyï¿½re proud of me, which felt awesome. We even had pizza for dinner, which is my favorite! I ended the day by drawing a scene from my favorite book. Feeling really good today, hope tomorrow is just as fun.",1,26,1,0.9504401
3,"School was fun today. We had a science class about volcanoes and it was super interesting. I drew a picture of a volcano erupting during lunch. After school, Mom took me to the park where I played soccer with my friends. We had a blast and came up with some new team plays. Once I got home, I did my homework quickly so I could practice guitar. Played some of my favorite songs and even composed a little tune of my own. I also worked on my comic book project for a bit before bed. Feeling pretty accomplished today.",1,27,1,0.77268285
3,"Today was a bit stressful at first because we had a pop quiz in history. But I think I did okay. Drawing really helped me relax afterward. I sketched out some new characters for my comic book. Soccer practice was amazing; we played a full game and my team won! When I got home, I practiced guitar and even played my new tune for Mom and Dad. They loved it, which made me really proud. Ended the day drawing a spaceship battle scene. Feeling a lot less stressed and more confident. Today turned out way better than it started.",1,28,1,0.71800023
3,"What a busy day! At school, we did some group projects and mine was on animals in the rainforest. It was fun working with my friends. I spent some time during lunch drawing a giant robot, which I think turned out really cool. After school, soccer practice was tough but rewarding. Coach said I showed great improvement, which made me proud. Practiced guitar in the evening and tried to learn a new song. Itï¿½s challenging, but I love it. Mom helped me with some difficult homework questions later. All in all, it was a good day!",1,29,1,0.853631
3,"Fridays are always fun! School was awesome because we had a field trip to the museum. I saw some amazing dinosaur exhibits and sketched a few of them. After school, we had a mini-tournament in soccer, and my team won! It was so exciting. When I got home, I practiced guitar and played a song Iï¿½ve been working on for a while. I think Iï¿½m finally getting it right. Drew a picture of a knight fighting a dragon before bed. Feeling really happy and proud of myself today. Canï¿½t wait to see what the weekend brings!",1,30,1,0.95494026
4,"Had a busy but fulfilling day today. School was the same as always, but we had a guest lecture in English class discussing modern literature, which was fascinating. After school, I had ballet practice. We're preparing for our year-end performance and it's getting intense, but I love every minute of it. Mom and Dad came to watch today, which was nice. In the evening, I spent some time with my camera, experimenting with different shots in the garden. I love capturing the world through my lens. Finally, I did some volunteering at the local community center, helping with the after-school program. I feel really rewarded when I can make a difference in someoneï¿½s day.",0,31,1,0.81574214
4,"Today was hectic. We had a pop quiz in math, and I wasn't entirely prepared. I think I did okay, but I'm always striving for the best. Ballet practice was extra challenging today since we had a substitute instructor who pushed us hard. Despite the exhaustion, I felt a sense of accomplishment when I nailed a particularly difficult move. After practice, I roamed the city for some urban photography. Captured some candid shots that turned out amazing. Volunteering in the evening was different today; we organized a book drive. It feels good to be busy but also makes me think about balancing everything better.",0,32,1,0.84816545
4,"It was a long day at school. History class involved a lot of note-taking, and my hands were cramping by the end of it. Ballet practice was tough, but I'm pushing through. Afterward, I took my camera out for a walk in the park. The autumn leaves are turning the most beautiful shades of red and gold, making for some stunning photographs. In the evening, I volunteered at the animal shelter. Walking dogs and giving them some love felt rewarding. I sometimes feel like Iï¿½m spreading myself thin, but each activity gives me joy in its own way.",0,33,1,0.7795007
4,"Wednesdays are always rough. Back-to-back classes were tiring, and I have a ton of homework to catch up on. Ballet was the highlight of my day, as usual. Weï¿½re perfecting our routines, and itï¿½s exciting to see everything come together. Took some photos of my fellow ballet dancers during breaks; I think they'll love them. Spent the evening volunteering, helping out with tutoring kids. Itï¿½s a wonderful experience seeing their progress. I found myself a bit overwhelmed by the end of the day, but also gratified by how much I accomplished.",0,34,1,0.7617969
4,"Today was fantastic! School was surprisingly enjoyable; we started a new project in biology that I'm really interested in. Ballet practice went smoothly, and Mom said sheï¿½s particularly proud of my progress. Later, I grabbed my camera and did a quick photoshoot of the city skyline at sunset. The pictures turned out so beautifully. In the evening, I volunteered at a soup kitchen. It was gratifying to serve alongside some amazing people. Feeling exhausted but so fulfilled. I sometimes wish I had more free time, but then I remember how much I love everything I do.",0,35,1,0.66850334
4,"Had a pretty balanced day today. School was calm, and I actually managed to get quite a bit of homework done during study periods. Ballet practice was great; weï¿½re getting closer to the performance, and everything is falling into place. Later, I explored some new photography spots around the city. Found some really interesting graffiti that made for cool shots. Volunteered at the community center again, helping kids with their art projects. Felt more peaceful and content today. Things seem to be getting easier to manage, and Iï¿½m loving every moment.",1,36,1,0.82621056
4,"Today was productive and fun! School assignments are piling up, but I managed to stay on top of things. After school, ballet practice was intense but rewarding. We perfected a tough sequence and I feel incredibly proud of myself. Spent some time photographing a local farmers' market; the vibrant colors and lively atmosphere were so inspiring. Volunteering at the animal shelter again was heartwarming. Iï¿½m starting to notice that I'm handling stress better and enjoying my activities more. Made me realize that Iï¿½m stronger than I thought.",1,37,1,0.79531306
4,"Felt a bit off today. School was draining with a lot of quizzes and tests. Ballet practice provided a much-needed escape; itï¿½s always my go-to recharge zone. Took my camera and went to a nearby lake in the afternoon. The tranquility and the sunset made for some beautiful photographs. Volunteered in the evening, sorting donations at a charity shop. Despite the initial stress, by the end of the day, I felt accomplished. Not all days are perfect, but Iï¿½m learning to find joy in little moments.",1,38,1,0.7824081
4,"Fridays are always super hectic. School was tiring, but I got through it. Ballet practice was rigorous, as weï¿½re rehearsing for a performance next week. Managed to take some really sharp photos of my classmates, which they loved. Did some volunteer tutoring in the evening. The kids were more engaged today, and it felt good to see their progress. Even though I was exhausted by the end of the day, I felt incredibly fulfilled. Itï¿½s becoming clear to me how much all these activities mean to me.",1,39,0,0.4969595
4,"Feeling pretty good about today. School was the usual, but I got through my assignments faster than usual. Ballet practice was phenomenal; the whole team seemed in sync. Spent some quality time with my camera, capturing moments of life in our neighborhood. Evening volunteering was busy but super rewarding. We organized a small community event, and seeing everyone happy was the best part. Despite my busy schedule, I feel like Iï¿½m handling things better. Iï¿½m happy with my routines and responsibilities. Overall, a balanced and fulfilling day.",1,40,1,0.90480155
5,"Today was one of those days where everything felt like a rollercoaster. School went by in a blur, but I got in trouble for not paying attention in class again. Mrs. Johnson can be really strict. After school, I grabbed my skateboard and headed to the park. Skating always clears my mind. I pulled off a new trick that Iï¿½ve been practicing for weeks! It felt amazing. Later, I spent some time drawing in my sketchbook. I drew a really cool dragon, and wished Mom or Dad could see it. Played some video games to unwind before bed. Tomorrowï¿½s gotta be better, right?",0,41,0,0.46644345
5,"School was pretty boring today. We had this long science lecture that I could barely stay awake through. Managed to doodle some cool designs in my notebook, though. After school, I met up with some friends at the skate park. We tried some new tricks and had a lot of laughs. I fell a couple of times but itï¿½s all part of the learning process. Later, I worked on my comic book project. Dad wasnï¿½t around to see it, but I'm proud of what Iï¿½ve done. Ended the day gaming, which always helps me relax. Hoping tomorrow is more exciting.",0,42,1,0.74608666
5,"Woke up feeling kinda down today. School was tough, and I got a warning for not turning in my homework. Really need to get better at that. Skating after school was a blast, though. My friend taught me a new trick, and I almost nailed it! Spent the evening drawing a scene from one of my favorite video games. Art keeps me calm. Played video games afterward, and it was nice escaping into a different world for a bit. Sometimes I wish Mom and Dad were more involved, but I know theyï¿½re busy. Today wasnï¿½t great, but it wasnï¿½t the worst, either.",0,43,0,0.13893037
5,"Had a pretty good day today. School was alright, and we finished early because of a half-day schedule. Used the extra time to practice skateboarding at the park. Nailed a trick Iï¿½ve been working on for a while. It was such a rush! Went home and spent some time drawing an epic space battle. Tried some new techniques and I think it turned out good. Played video games in the evening to relax. Tried a new game that was really fun. Days like this make me happy. I just wish I didnï¿½t have to deal with school as much.",0,44,0,0.37950778
5,"Today was just okay. School felt never-ending, and I got another warning for talking during class. Itï¿½s hard to stay quiet when youï¿½ve got so much to say! Met up with friends after school and skated for a bit. Tried to cheer myself up by drawing superheroes when I got home. Drawing always makes things better. Dad wasnï¿½t around much to see what I drew, but itï¿½s cool. Played some video games to blow off steam. Thereï¿½s always tomorrow, right? Trying to keep my head up and hope for better days ahead.",0,45,1,0.59787315
5,"Today was surprisingly good! School was actually interesting because we started a new project in social studies. After school, I went skateboarding and hit a new personal best with my tricks. That felt awesome. Spent the evening drawing some new characters for a comic Iï¿½m working on. Iï¿½m noticing that I'm getting better at drawing expressions. Finished the day with some video games. Felt more relaxed and in control today. Maybe things are starting to look up.",1,46,1,0.7792585
5,"What a day! School wasnï¿½t too bad. We had a science experiment that was kind of cool. Skated with friends after school and had a blast. Nailed another new trick! When I got home, I spent some time drawing landscapes, trying something different for a change. It turned out pretty nice. Played my favorite video game before bed and managed to reach a new level. Feeling less stressed and more hopeful lately. Maybe I just need to keep focusing on the things I love.",1,47,0,0.4990066
5,"Today wasn't too rough. Managed to get through school without any major issues. Met up with friends at the skate park and we had a bunch of laughs. Landed a trick that I've been working on for days. Feels good to accomplish something. In the evening, I worked on my comic book again. Added more details to my characters. Ended the day gaming, and it was a great way to unwind. Feeling more balanced and less overwhelmed. Hoping things continue this way.",1,48,1,0.5341277
5,"Had a pretty balanced day today. School was alright, and I finished my homework quickly so I could get to the fun stuff. Hung out at the skate park with my friends after school and it was awesome. Practiced drawing some action scenes later and Iï¿½m getting better at capturing movement. Played video games before bed and it was relaxing. Noticed Iï¿½m feeling less anxious these days and finding more joy in my hobbies. Itï¿½s a nice change from always feeling stressed.",1,49,1,0.591523
5,"Today was great! School was good and I managed to keep out of trouble. Skated with friends and had a fantastic time. Pulled off a trick that was super hard and felt on top of the world. Drew some fan art from my favorite game, and Iï¿½m proud of how it turned out. Played that game for a bit to relax. Feeling more positive and less worried about things. Maybe itï¿½s just about focusing on what makes me happy. Ended the day on a high note and canï¿½t wait for tomorrow.",1,50,1,0.8135453
6,"Today I spent most of the day at school, as usual. The classes were okay, but I really enjoyed the English lesson because we talked about poetry. I love reading and writing poems; they make me feel so connected to my thoughts. After school, I went for my horse riding lesson. Riding through the fields was breathtaking, and I felt so free. Later, I did some craft work in my room, making a new dream catcher. Mom checked in on me and said she really liked it. Ending the day with a book I borrowed from the library. A good day overall.",0,51,1,0.78511816
6,"School was pretty typical today, but I got to choose a book for our new reading assignment which made me happy. I picked a fantasy novel that looks really interesting. After school, I went horse riding again. The weather was perfect, and I felt so serene and calm on the horse. Came home and did some crafting with materials I found around the house. Made a small bracelet for my friend. Mom noticed how I seemed more relaxed and we talked a bit about the day. I like days like this, where everything feels balanced.",0,52,1,0.64000416
6,"Today was a mixed bag. School was a bit tiring, especially math class. Numbers sometimes make my head spin. But I focused on the poetry assignment during breaks, which was soothing. After school, horse riding was incredible. My horse, Daisy, seemed more spirited than usual, and we covered a lot of ground. Spent the evening working on a craft project for an upcoming school event. Put together some beautiful beadwork patterns. Read a chapter from my book before bed and felt the stress melt away. Today had its ups and downs, but it ended on a good note.",0,53,1,0.7281153
6,"Today was refreshing. School was focused on science projects which I found surprisingly engaging. Weï¿½re studying ecosystems, and itï¿½s fascinating. After school, I went horse riding and took Daisy through a new trail. The scenery was marvelous and gave me a lot to think about. Came home to work on a new craft ï¿½ I made a small birdhouse for our garden. It came out really well. Dad helped me with some tough homework questions afterward. The evening was quiet, and I spent it reading my fantasy novel. Days like these make me appreciate the little things.",0,54,1,0.8922475
6,"It was a quiet day today. School was routine, but we had a lively debate in history class about ancient civilizations which I found interesting. Horse riding after school was peaceful. Daisy seemed calm and we rode in companionable silence. Back home, I started a new craft project ï¿½ making a scrapbook of our family trips. Mom loved the idea and helped me find old photos. Spent some time reading my novel under the trees in our backyard. I cherish this kind of tranquility. Looking forward to seeing how my scrapbook turns out as I add more pages.",0,55,1,0.8672752
6,"Had a balanced day today. School was normal, but we had a guest speaker who talked about the importance of nature conservation. It was very inspiring. After school, horse riding was phenomenal. Daisy and I found a new path that led to a beautiful hidden meadow. Came home and did some crafting; worked on my scrapbook and added more photos and memories. Ended the day with my book, getting lost in its captivating world. I'm starting to feel that everything is falling into place, stress is more manageable lately.",1,56,0,0.26087308
6,"Today was pretty great! School was engaging with some interactive classes which made the time fly by. Horse riding was fun; Daisy was in a playful mood and we had a wonderful ride. Later, I focused on creating some new crafts for the upcoming school fair. Made some handcrafted bookmarks which Iï¿½m really proud of. Mom and I had a nice chat about my day during dinner. Ended the evening reading another chapter from my book. Feeling more at ease and enjoying the balance between school and my hobbies.",1,57,1,0.86512
6,"What a serene day. School had its usual moments, but we worked on an art project in class which was fun. After that, horse riding felt like an adventure ï¿½ the weather was perfect and the countryside looked almost magical. Got back home and did some beadwork for a new bracelet design. Dad joined me and we chatted while I worked, which felt really nice. Finished my evening snuggled up with my book. These simple, calm days make me appreciate life more and connect with my interests deeply.",1,58,1,0.85174704
6,"Today felt very productive. School was intense, but we learned some fascinating things about world history. Horse riding afterward was the best part, as always. Daisy was energetic and we really pushed ourselves. Came home and dived into my crafts, making some new decorations for my room. Spent the evening in the backyard reading, surrounded by nature. Mom and Dad both commented on how much more relaxed I seem lately. Feeling happier and more in tune with my daily activities.",1,59,1,0.77123404
6,"Fridays are always something to look forward to. School was light and everyone was in a good mood because the weekend is near. Horse riding was breathtaking today; the sunset during our ride was incredible. Did some crafting and finished a dream catcher I had been working on for a week. Mom loves it and wants to hang it in the living room. Ended the day with my book, immersed in a fantastical world. Feeling more grounded and at peace with myself. Itï¿½s nice to notice these positive changes.",1,60,1,0.75666517
7,"School was stressful today. Tons of homework piled up and I felt overwhelmed. In the afternoon, I went to swimming practice and that helped clear my head a bit. Pushing through those laps makes me feel accomplished. After practice, I came home and spent some time coding. Iï¿½m working on this new project and debugging is a nightmare, but itï¿½s rewarding when things finally work. Played piano for a while too. Iï¿½m trying to learn a challenging piece and got frustrated when I couldnï¿½t get it right. Mom noticed I was tense and talked to me, which made me feel a bit better. Ended the day feeling a bit more at ease but still stressed about all the schoolwork.",0,61,0,0.12533651
7,"It was a better day today. School was still overwhelming but manageable. Got through my classes and headed straight to swimming practice. Felt strong in the water and even achieved a personal best. That put me in a better mood. Later in the evening, I spent a good chunk of time coding. Managed to fix a major bug in my project and it felt amazing. Played piano afterward and practiced the new piece again. Mom listened for a bit and gave me some tips. Feeling more supported and less anxious. Today was a decent day.",0,62,1,0.64752185
7,"Woke up feeling off today. School went by slowly and I had a hard time focusing. The pressure from all the assignments is getting to me. Swimming practice was tough, but it always helps me shake off some of the stress. Coded for a bit after dinner and made some progress on my project, which was a small victory. Played piano in the evening, but got frustrated when I kept making mistakes. Dad noticed and sat with me, helping me through the tricky parts. That actually made a huge difference. Ended the day feeling a bit better but still stressed.",0,63,0,0.101691276
7,"Today was a mixed bag. School is becoming a blur with all the work and exams coming up. Swimming practice was challenging, but I felt good pushing through it. I came home and coded for a few hours, working on refining some features in my project. It's coming along but slowly. Played piano for a bit and actually managed to get through the challenging piece with fewer mistakes. That felt like a big win. Mom and Dad both noticed Iï¿½ve been stressed and encouraged me to take things one step at a time. Feeling a bit hopeful but still pressured.",0,64,0,0.27233168
7,"Fridays are always something to look forward to, even with school being so demanding. Luckily, classes were lighter today which was a relief. Swimming practice was invigorating; hitting the water always feels like an escape. Afterward, I spent time in my room coding and managed to complete a key part of my project. Felt really proud of that. Played piano too and felt more relaxed working through the music. Mom made my favorite dinner and we all talked about our week. Ending the day on a positive note, feeling more motivated for the weekend.",0,65,1,0.6990849
7,"Had a good day today. School was manageable and I didnï¿½t feel as overwhelmed. Swimming practice was intense but in a good way. Felt strong in the water and Coach even noticed my improvement. Came home and spent some time coding. Solved a difficult problem in my project, which was a big morale boost. Played piano and it felt more fluid today. I think Iï¿½m getting better at that piece. Dad also sat with me while I practiced and that helped a lot. Feeling more at ease and in control. Itï¿½s nice to have supportive days.",1,66,1,0.78666043
7,"Today went pretty smoothly. School had its moments, but I stayed on top of my assignments. Swimming practice was great; I set a new personal record. That felt awesome. After swimming, I worked on my coding project and made significant progress. Mom and Dad were really encouraging. Played piano later and it felt more natural. I think all the practice is paying off. Had a nice dinner with the family and we talked about plans for the weekend. Feeling more balanced and less stressed. Starting to enjoy my routines again.",1,67,1,0.74362326
7,"What a productive day! School was busy, but I didnï¿½t feel as overwhelmed. Got through my assignments and projects efficiently. Swimming practice was a welcome break; the water always helps me clear my mind. In the evening, I made big strides in my coding project. Itï¿½s coming together so well! Played piano afterward and finally mastered that tricky piece Iï¿½ve been working on. Mom and Dad were really proud. Ending the day feeling accomplished and more confident. Itï¿½s nice to have days where everything feels like itï¿½s clicking.",1,68,1,0.79221165
7,"Today wasnï¿½t too bad. School felt repetitive but I got through it without too much stress. Swimming practice was solid and I felt strong during my laps. Came home and coded for a while, making some good progress. Played piano, working on perfecting the piece Iï¿½ve been learning. Itï¿½s getting easier each time I play it. Dad joined me for a bit and gave some helpful advice. Felt supported and productive today. Feeling a bit more in control of everything. Itï¿½s nice to have these small victories.",1,69,0,0.40838158
7,Feeling good about today. School went by quickly and I managed to get most of my homework done during study period. Swimming practice was the highlight as usual; felt powerful and focused. Came home and spent some time coding; fixed a glitch thatï¿½s been bothering me for days. Played piano afterward and it was a relaxing way to end the evening. Mom noticed I seemed happier and we talked about it. Feeling more balanced and less on edge. Excited to see what tomorrow brings. Ending the day on a positive note.,1,70,1,0.71667665
8,"Today was such a fun day! At school, we had a dance-off during recess and I got to show my new moves. Everyone cheered, which felt amazing. After school, I went straight home to finish reading my new mystery novel. The plot twists are so exciting! In the evening, Mom and I spent some time painting together. I worked on a picture of a sunset over the ocean and I'm really proud of how it turned out. We giggled a lot, and she told me stories from when she was little. It was such a nice bonding moment. I ended the day with a sense of joy and creativity.",0,71,1,0.9502234
8,"School was a bit boring today, but we had a cool science experiment that made it better. I couldn't wait to get home and practice my dance routine for the talent show. I spent hours perfecting my moves in front of the mirror. Later, I curled up with my mystery book and got even deeper into the story. Dinner was fun because both Mom and Dad were home, and we talked about our days. Decided to paint a picture of my favorite character from the book before bed. Feeling creative and excited for the talent show.",0,72,1,0.6888546
8,"Today was pretty great! We had an assembly at school about different cultures and I found it really interesting. After school, I practiced my dance routine again. Iï¿½m getting pretty good at it and canï¿½t wait to perform. Spent some time reading my book, which is almost finished now. After dinner, I felt like painting, so I created a piece showing a forest during autumn. Mom said it could be my best work yet. Feeling happy and productive. It's days like these that make me thankful for my hobbies and my supportive family.",0,73,1,0.94781226
8,"Woke up feeling tired today, but school turned out to be interesting. We did group projects about animals and ours was on dolphins. After school, I was super excited to dance, so I practiced harder than ever. Feeling more confident about my routine. Later, I took some time to read and relax. The mystery novel is getting intense! After reading, I painted a picture of a dolphin jumping out of the water, inspired by the school project. Mom and Dad both loved it. I'm feeling more relaxed and ready to face tomorrow.",0,74,1,0.7607648
